route,routeName,tsm_id,street,locality,city,district,state,country,pincode,class,landline,mobile,fax,email,contact_person,latitude,longitude,Sales Rep name,Territory Manager name,id,external_id,name,stage,retailer_created_date,retailer_created_by,retailer_created_by_name,modified_date,modified_by,deleted_date,deleted_by,CF_Collections Due,Profile Completeness,SR_status,Verified (Y/N),Deptt.,Sub_Deptt.,name,Shop_Code,zxc,zxc
274501,Deepak Tanwars Route,169482,"27, Gf, Ff, Sf, Tf, Panchkuian Road,, New Delhi-110055, Delhi, Delhi, 110055",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414601,ISON919,Vip Lounge & Bar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Vip Lounge & Bar,P2798,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"400/28, 401-402/27 Plot No 4 Block No 80A, Krishna Market Paharganj New Delhi, Delhi, Delhi, 110055",,Delhi,Central Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414472,ISON717,R-1 Restro Bar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,R-1 Restro Bar,P2799,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Building No. 2, Local Shopping Complex, Pocket 1,, Sector B, Vasant Kunj, Delhi, Delhi, 110070",,Delhi,South Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414577,ISON880,The Silk Route,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,The Silk Route,P2800,#N/A,#N/A
274512,Manoj Rais Route,170867,"Shop No.23,24,26,27 Commercial, Complex Plot No.2/",Bawana,Delhi,North West Delhi,Delhi,,,,,9212071161,,,Surash kumar,28.7932968,77.0448435,Manoj Rai,Sanjeev Kumar,3413822,ISOFF681,S.B. Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,07-04-2018 16:09,Manoj Rai,,,,62,Active,,L-12,Pvt,S.B. Departmental Store,P2801,#N/A,#N/A
274712,Deepak Sharmas Routes,171026,"Shop No. 15,16,17,18, Ground Floor Front Side, Ivo","Ajanta Mall, subhash nagar",Delhi,South West Delhi,Delhi,,,,,7056988285,,,Mohit Kumar,28.6384295,77.1068968,Deepak Sharma,Jitender Rajokharia,3421276,ISOFF438,Cv Automotive Private Limited,NA,16-03-2018 15:46,169480,Maneesh Kumar,06-04-2018 13:31,Deepak Sharma,,,,62,Active,,L-10,Pvt,Cv Automotive Private Limited,P2802,#N/A,#N/A
274512,Manoj Rais Route,170867,"G 8 To 11, Vardhman Fashion Mall Lsc, Road No. 43 ",Pitampura,Delhi,North Delhi,Delhi,,,,,9650592525,,,Dabur ji,28.6884069,77.1137438,Manoj Rai,Sanjeev Kumar,3413777,ISOFF636,Shokeen Trading Company,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 13:50,Manoj Rai,,,,62,Active,,L-12,Pvt,Shokeen Trading Company,P2803,#N/A,#N/A
274710,Jatinder Pal Singhs Routes,171026,"Shop No. C-30,Block-C, Community Centre,Janakpuri,",,Delhi,West Delhi,Delhi,,,,,9468250011,,,vikram,28.6109385,77.09415,Jitender Pal,Jitender Rajokharia,3421329,ISOFF491,Adharv Enterpries,NA,16-03-2018 15:46,169480,Maneesh Kumar,05-04-2018 14:57,Jitender Pal,,,,62,Active,,L-12,Pvt,Adharv Enterpries,P2804,#N/A,#N/A
274502,Keshav Pratihars Route,170865,"1, Raisana Road, New Delhi-1 , New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3414008,ISON6,Chelms Ford Club,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Chelms Ford Club,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Kasthuraba, Gandhi Marg, New Delhi, New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414009,ISON8,Civil Service Officers Inst.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Civil Service Officers Inst.,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Civil Services Officers Institute, Vinay Marg, Chanakyapuri New Delhi, New Delhi, Delhi",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414010,ISON9,Civil Services Officer Institu,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Civil Services Officer Institu,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Dd Club, 1St Floor, Dr. K. N. Katju Marg,, Sec.13, Rohini, New Delhi-85, Delhi, Delhi, 110085",,Delhi,North West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414011,ISON10,D D Club Unit Of Iua Trust Regd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,D D Club Unit Of Iua Trust Regd.,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"A-6,Subham Enclave, Paschim Vihar, New Delhi, Delhi, 110063",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414014,ISON18,Delhi Recreation Society,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Delhi Recreation Society,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"11/154, Prem Nagar, New Delhi-18 , New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414017,ISON26,Janak Puri Club,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Janak Puri Club,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Naraina Vihar, New Delhi, Delhi, 110028",,Delhi,South West Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414021,ISON31,Naraina Vihar Club,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Naraina Vihar Club,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Vinay Marg, Chankyapuri New Delhi-21, New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414023,ISON35,Palika Service Officers Institute,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Palika Service Officers Institute,,#N/A,#N/A
274500,Raghvendra Singhs Route,169482,"Zone- N-4/5, Pitam Pura New Delhi, New Delhi, Delhi",,Delhi,North Delhi,Delhi,India,,,,,,,,,,Raghvendra Singh,Manmohan Singh,3414025,ISON38,Pitampura Club,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Pitampura Club,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Press Enclave Road, New Delhi -17 , New Delhi, Delhi, 110017",,Delhi,South Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414028,ISON41,Qutab Golf Course,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Qutab Golf Course,,#N/A,#N/A
274501,Deepak Tanwars Route,169482,"Mayur Vihar Phase - I, Delhi , New Delhi, Delhi",,Delhi,East Delhi,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3414030,ISON43,River Side Sports & Recreation,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,River Side Sports & Recreation,,#N/A,#N/A
274503,Ratheen Sambys Route,170865,"Safderjang Enclave, New Delhi-29 , New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Ratheen Samby,Rohit Gupta,3414032,ISON45,Safderjang Club,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Safderjang Club,,#N/A,#N/A
274514,Manoj Kumars Route,169482,"Lower Ground Floor Temple, Complex Road No. 2 Sarva Priya Vihar N.Delhi-16, New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Manoj Kumar,Manmohan Singh,3414033,ISON47,Sarva Priya Club(Regd.),NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,Sarva Priya Club(Regd.),,#N/A,#N/A
274502,Keshav Pratihars Route,170865,"Free Masons Hall, Janpath New Delhi, New Delhi, Delhi",,Delhi,New Delhi,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3414035,ISON50,The Fraternity Club,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,0,,The Fraternity Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Airforce Ports Complex ,412, Airforce Station Race Course New Delhi, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447765,ISON1,Airforce Golf Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Airforce Golf Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Old Area Safderjung Airport, New Delhi , New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447766,ISON2,Airport Auth. Of India,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Airport Auth. Of India,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Amber Vithi Club, A-Block, Defence Colony New Delhi-24, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447768,ISON11,Dca Jco. Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Dca Jco. Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"C-600, Chetna Marg, Defence Colony New Delhi, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447769,ISON12,Defence Colony Welfare Asso.,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Defence Colony Welfare Asso.,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Safdarjung Airport, New Delhi, Delhi, 110003",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447770,ISON13,Delhi Flying Club Ltd.,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Delhi Flying Club Ltd.,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"Dr. Zakir Hussain Road, New Delhi, Delhi, 110003",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3447771,ISON14,Delhi Golf Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Delhi Golf Club,,#N/A,#N/A
275688,Manmohan Singh Route,169482,"Delhi Gymkhana Club, 2, Safdarjang Road New Delhi, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Deepak Tanwar,Manmohan Singh,3447772,ISON15,Delhi Gymkhana Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Delhi Gymkhana Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Holiday Club, Panch Sheel Enclave New Delhi-17, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447775,ISON23,Holiday Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Holiday Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"40, Max Mueller Marg, New Delhi, Delhi, 110003",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447777,ISON25,India International Centre,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,India International Centre,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Jahanpanah, Mandakini Housing Scheme Alakhnanda, New Delhi, New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447778,ISON27,Jhanpanah Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Jhanpanah Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"New Friends Colony, New Delhi, Delhi, 110065",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447780,ISON34,New Friends Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,New Friends Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"Panchsheel Park, New Delhi-17 , New Delhi, Delhi",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447781,ISON36,Panch Shila Club,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,Panch Shila Club,,#N/A,#N/A
275687,Rohit Gupta Route,170865,"South Asia Ab-19, Mathura, Road New Delhi , New Delhi, Delhi, 110001",,New Delhi,,Delhi,India,,,,,,,,,,Keshav Pratihar,Rohit Gupta,3447783,ISON49,The Foreign Correspondents Clu,NA,27-03-2018 15:38,169480,Maneesh Kumar,27-03-2018 15:38,Maneesh Kumar,,,,13,Inactive,,0,,The Foreign Correspondents Clu,,#N/A,#N/A
,,170867,"Shop No.G-20,Vardhman Cluster, Sector-5,Bawana Industrail Area,Bawana,Delhi, New Delhi, Delhi",Bawana Industrial Area,Delhi,North West Delhi,Delhi,India,,,,,,,,0,0,,Sanjeev Kumar,3413782,ISOFF641,Bawana Industrial Area,NA,15-03-2018 14:21,169480,Maneesh Kumar,16-04-2018 11:57,Maneesh Kumar,,,,13,Inactive,,DCCWS,,Bawana Industrial Area,,0,#N/A
,,170867,"28, Transport Centre, Delhi , New Delhi, Delhi",Azadpur,Delhi,North Delhi,Delhi,India,,,,,,,,,,,Sanjeev Kumar,3413847,ISOFF706,Azadpur (Dml),NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,Inactive,,DCCWS,,Azadpur (Dml),P0205,P0205,
274713,Mantu Rajaks Routes,171027,"2, Local Shopping Centre, Near Nirankari Colony, Dr. Mukharjee Nagar, Nirankari Colony, Gopalpur Village, New Delhi, Delhi 110009",,Delhi,,Delhi,India,,,,,,,,,,Mantu Rajak,Rahul Hangloo,3421476,,Mukherjee Nagar,NA,16-03-2018 15:47,169480,Maneesh Kumar,16-03-2018 15:47,Maneesh Kumar,,,,18,Inactive,,DCCWS,,Mukherjee Nagar,,0,#N/A
274510,Rahul Sharmas Route,170866,"308/1, Shahzada Bagh, Industrial Area, New Delhi, ",Shahzada Bagh,Delhi,Central Delhi,Delhi,,,,,9818095693,,,Ashok ji,28.6689575,77.1725623,Rahul Sharma,Rajan Lajras,3413482,ISOFF150,Shahzada Bagh,NA,15-03-2018 14:21,169480,Maneesh Kumar,19-04-2018 14:37,Rahul Sharma,,,,62,Active,,DCCWS,Govt,Shahzada Bagh,P0655,P0655,#N/A
274506,Rajesh Kumar Chauhans Route,170866,"A-520, South Gamari, Marginal Band Road, New Delhi",South Gamri,Delhi,New Delhi,Delhi,,,,,9891177112,,,partap ji,28.6932694,77.2549303,Rajesh Kumar Chauhan,Rajan Lajras,3413590,ISOFF257,South Gamari,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 16:54,Rajesh Kumar Chauhan,,,,62,Active,,DCCWS,Govt,South Gamari,P0163,P0163,#N/A
274504,Rajinder Singhs Route,170866,"Shop No. 17, Gf. M B Road, Sector-3 Delhi, New Delhi, Delhi",Pushp Vihar,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Rajinder Singh,Rajan Lajras,3413642,ISOFF309,M B Road Pushp Vihar (Spl),NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,Active,,DCCWS,Govt,M B Road Pushp Vihar (Spl),P0209,P0209,#N/A
274511,Vineet Kumar Ranas Route,170867,"Shop No.1, Bhandari House, Comm. Complex Dr.Mukher",Mukherjee Nagar,Delhi,North Delhi,Delhi,,,,,8527486927,,,kushal,28.7116928,77.2163122,Vineet Kumar Rana,Sanjeev Kumar,3413871,ISOFF730,Mukherjee Nagar,NA,15-03-2018 14:21,169480,Maneesh Kumar,27-04-2018 12:41,Vineet Kumar Rana,,,,62,Active,,DCCWS,Govt,Mukherjee Nagar,,0,#N/A
274511,Vineet Kumar Ranas Route,170867,"Shop No.5, Khasra No.573,Libaspur Road,Siraspur, D",Siraspur,Delhi,North West Delhi,Delhi,,,,,8376915682,,,sudharshan,28.7548206,77.1352889,Vineet Kumar Rana,Sanjeev Kumar,3413917,ISOFF776,Siraspur-Ii,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 16:37,Vineet Kumar Rana,,,,62,Active,,DCCWS,Govt,Siraspur-Ii,,0,#N/A
274710,Jatinder Pal Singhs Routes,171026,"Shop No.10, Ground Floor,Bg-8,Central Market, Lsc,",,Delhi,West Delhi,Delhi,,,,,9211580253,,,rajkumar ji,28.6626112,77.1004736,Jitender Pal,Jitender Rajokharia,3421361,ISOFF523,Paschim Vihar,NA,16-03-2018 15:46,169480,Maneesh Kumar,03-04-2018 14:16,Jitender Pal,,,,62,Active,,DCCWS,Govt,Paschim Vihar,,0,#N/A
274710,Jatinder Pal Singhs Routes,171026,"Shop No.5 And 6 Balaji Plaza, Plot No.6, Lsc Behra",,Delhi,West Delhi,Delhi,,,,,9643968680,,,dalbir singh,28.673129,77.0885879,Jitender Pal,Jitender Rajokharia,3421362,ISOFF524,Paschim Vihar,NA,16-03-2018 15:46,169480,Maneesh Kumar,06-04-2018 14:51,Jitender Pal,,,,62,Active,,DCCWS,Govt,Paschim Vihar,,0,#N/A
274711,Rohit Kumars Routes,171026,"Shop No. 7, 8, Dda Market, Hastsal New Delhi, New ",,Delhi,West Delhi,Delhi,,,,,9810769153,,,Agnihotri,28.6341486,77.0587823,Rohit Kumar,Jitender Rajokharia,3421446,ISOFF608,Hastsal (Spl),NA,16-03-2018 15:46,169480,Maneesh Kumar,20-04-2018 13:49,Rohit Kumar,,,,62,Active,,DCCWS,Govt,Hastsal (Spl),P0831,P0831,#N/A
274711,Rohit Kumars Routes,171026,"Outer Vardhman Plaza, Outer Ring Road, Vikaspuri, New Delhi, New Delhi, Delhi",,Delhi,West Delhi,Delhi,India,,,,,,,,0,0,Rohit Kumar,Jitender Rajokharia,3421454,ISOFF616,"Vardhman Plaza, Vikas Puri",NA,16-03-2018 15:46,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,Active,,DCCWS,Govt,"Vardhman Plaza, Vikas Puri",P0172,P0172,#N/A
274511,Vineet Kumar Ranas Route,170867,"A-29-30. Jaina House Dr., Mukherjee Nagar Delhi , ",Mukherjee Nagar,Delhi,North Delhi,Delhi,,,,,7582559482,,,rajveer,28.7105971,77.2158897,Vineet Kumar Rana,Sanjeev Kumar,3413870,ISOFF729,Mukherjee Nagar,NA,15-03-2018 14:21,169480,Maneesh Kumar,19-04-2018 15:48,Vineet Kumar Rana,,,,62,Active,,DTTDC,Govt,Mukherjee Nagar,,#N/A,#N/A
,,171026,"G-85,86,87 & 89, Vardhman Central Mall, Lsc, Nehru Vihar, New Delhi, Delhi, Delhi",Nehru Vihar,Delhi,North Delhi,Delhi,India,,,,,,,,0,0,,Jitender Rajokharia,3413472,ISOFF140,Ashi Exports Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,Inactive,,0,,Ashi Exports Private Limited,,#N/A,#N/A
274505,Anil Sharmas Route,170866,"Shop No Pb-12-1, 24-A, 25-A & 26-A, Pulbangas, Met",Pulbangas,Delhi,North Delhi,Delhi,,,,,9810147351,,,anand sharma,28.6666617,77.207835,Anil Sharma,Rajan Lajras,3413402,ISOFF70,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,10-04-2018 17:45,Anil Sharma,,,,62,Active,,Deptt. Store,Pvt,Jgs Departmental Store,,#N/A,#N/A
274504,Rajinder Singhs Route,170866,"Shop No-Gtni-C-1, Property Development At Ghitorni, Metro Station, New Delhi, Delhi, Delhi",Ghitorni Metro Station,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Rajinder Singh,Rajan Lajras,3413419,ISOFF87,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,Active,,Deptt. Store,Pvt,Jgs Departmental Store,,#N/A,#N/A
274509,Dhiraj Mishras Route,170866,"Shop No 6& 7, G.F.,, Lsc Kalkaji, Near Govindpuri ",Govindpuri Extn,Delhi,New Delhi,Delhi,,,,,9958716287,,,vinod g,28.5304061,77.2574862,Dhiraj Mishra,Rajan Lajras,3413502,ISOFF170,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 16:20,Dhiraj Mishra,,,,62,Active,,Deptt. Store,Pvt,Jgs Departmental Store,,#N/A,#N/A
274511,Vineet Kumar Ranas Route,170867,"Shop No 42, 43, 44 & 49, Gf, Fc-4, Dsidc, Industri",Narela,Delhi,North West Delhi,Delhi,,,,,8860905075,,,himanshu ,28.8288152,77.1014302,Vineet Kumar Rana,Sanjeev Kumar,3413892,ISOFF751,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,03-04-2018 16:51,Vineet Kumar Rana,,,,62,Active,,Deptt. Store,Pvt,Jgs Departmental Store,,#N/A,#N/A
274510,Rahul Sharmas Route,170866,"5570/75 Padam Singh Road, Raigar Pura, Karol Bagh,",Karol Bagh,Delhi,Central Delhi,Delhi,,,,,9911111977,,,Bhaanu ji,28.6516717,77.185025,Rahul Sharma,Rajan Lajras,3413338,ISOFF6,A R International,NA,15-03-2018 14:21,169480,Maneesh Kumar,24-04-2018 14:00,Rahul Sharma,,,,62,Active,,L-12,Pvt,A R International,,#N/A,#N/A
274510,Rahul Sharmas Route,170866,"Shop No. G 30, 33, 34, 35 Ground Floor Vardhman Di",Motia Khan,Delhi,Central Delhi,Delhi,,,,,9953233037,,,Mohit Rajput,28.6466887,77.2074389,Rahul Sharma,Rajan Lajras,3413343,ISOFF11,Chaudhary Trading Company,NA,15-03-2018 14:21,169480,Maneesh Kumar,24-04-2018 13:27,Rahul Sharma,,,,62,Active,,L-12,Pvt,Chaudhary Trading Company,,#N/A,#N/A
274510,Rahul Sharmas Route,170866,"5410, Arya Samaj Road, Kikarwala Chowk Karol Bagh,",Karol Bagh,Delhi,Central Delhi,Delhi,,,,,9899872072,,,Sumit,28.652261,77.185538,Rahul Sharma,Rajan Lajras,3413357,ISOFF25,Hot Million Deptartmental Stor,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 14:51,Rahul Sharma,,,,62,Active,,L-12,Pvt,Hot Million Deptartmental Stor,,#N/A,#N/A
274510,Rahul Sharmas Route,170866,"9648/12,Multani Dhanda, Pahar Ganj, Delhi, Delhi, ",Paharganj,Delhi,Central Delhi,Delhi,,,,,9873990241,,,Abhisek ji,28.6485666,77.2102392,Rahul Sharma,Rajan Lajras,3413363,ISOFF31,Laxmi Narayan Narender Kumar,NA,15-03-2018 14:21,169480,Maneesh Kumar,14-04-2018 18:05,Rahul Sharma,,,,62,Active,,L-12,Pvt,Laxmi Narayan Narender Kumar,,#N/A,#N/A
274504,Rajinder Singhs Route,170866,"Shop No. 38, Defence Colony, Mkt New Delhi-110024 ",Defence Colony,Delhi,New Delhi,Delhi,,,,,9811244045,,,MR.parmod,28.5735092,77.2301896,Rajinder Singh,Rajan Lajras,3413412,ISOFF80,Defence Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,04-04-2018 13:43,Rajinder Singh,,,,62,Active,,L-12,Pvt,Defence Store,,#N/A,#N/A
274504,Rajinder Singhs Route,170866,"Hs-10,Kailash Colony, Ground And Mezzanine Floor, ",Kailash Colony,Delhi,New Delhi,Delhi,,,,,9958766826,,,MR.chandan,28.552542,77.2414784,Rajinder Singh,Rajan Lajras,3413414,ISOFF82,Grand Bazaar- N.R.Media And Marketing Pvt.Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 14:17,Rajinder Singh,,,,62,Active,,L-12,Pvt,Grand Bazaar- N.R.Media And Marketing Pvt.Ltd.,,#N/A,#N/A
274504,Rajinder Singhs Route,170866,"M-41, Greater Kailash I, Market, New Delhi , New D",Gk - 1,Delhi,New Delhi,Delhi,,,,,9650068780,,,MR.kishan,28.549939,77.2361723,Rajinder Singh,Rajan Lajras,3413425,ISOFF93,Morning Stores,NA,15-03-2018 14:21,169480,Maneesh Kumar,05-04-2018 12:28,Rajinder Singh,,,,62,Active,,L-12,Pvt,Morning Stores,,#N/A,#N/A
274509,Dhiraj Mishras Route,170866,"Shop No-2 Krishna Market Lajpat Nagar, Delhi, Delhi",Lajpat Nagar,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,Dhiraj Mishra,Rajan Lajras,3413438,ISOFF106,V Care Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-04-2018 13:56,Maneesh Kumar,,,,13,Active,,L-12,Pvt,V Care Enterprises,,#N/A,#N/A
274510,Rahul Sharmas Route,170866,"Pvt. No. 07, Shop No. 11,12,13,14, Rajendra Bhawan",Rajendra Place,Delhi,Central Delhi,Delhi,,,,,9818512311,,,Harmeet ji,28.6432613,77.177565,Rahul Sharma,Rajan Lajras,3413463,ISOFF131,Vidushi Marketing And Promotions Pvt.Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 13:52,Rahul Sharma,,,,62,Active,,L-12,Pvt,Vidushi Marketing And Promotions Pvt.Ltd,,#N/A,#N/A
274510,Rahul Sharmas Route,170866,"Shop No.29, South Patel Nagar Market, New Delhi, D",South Patel Nagar,Delhi,West Delhi,Delhi,,,,,9971199271,,,Rajan ji,28.6449008,77.1688748,Rahul Sharma,Rajan Lajras,3413469,ISOFF137,Ashi Exports Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 14:18,Rahul Sharma,,,,62,Active,,L-12,Pvt,Ashi Exports Private Limited,,#N/A,#N/A
