x,routeName,distributor,distributor_name,tsm_id,is_available,type,subType,chain,street,locality,city,district,state,country,pincode,class,landline,mobile,fax,email,contact_person,latitude,longitude,Sales Rep name,Territory Manager name,id,external_id,name,stage,retailer_created_date,retailer_created_by,retailer_created_by_name,modified_date,modified_by,deleted_date,deleted_by,CF_Collections Due,Profile Completeness,Shop Code
274512,Manoj Rais Route,555969,Indospirit Distribution Limited,170867,1,GT,,,Shop No. 16 To 19 Arihant Square Shopping Complex ,Bawana,Delhi,North West Delhi,Delhi,,,,,8860001515,,,Netu ,28.7916232,77.0639463,Manoj Rai,Sanjeev Kumar,3413823,ISOFF682,Saas Bahu Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,07-04-2018 16:37,Manoj Rai,,,,62,PV02894
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Ground Floor, Plot No.12, Rampura, Shopping Centre",Lawrence Road,Delhi,North West Delhi,Delhi,,,,,7042170637,,,mr shiv kumar,28.6815822,77.1502328,Vinod Singh Khetwal,Sanjeev Kumar,3413826,ISOFF685,Shri Banke Bihari Trading Co.,NA,15-03-2018 14:21,169480,Maneesh Kumar,28-04-2018 13:36,Vinod Singh Khetwal,,,,62,PV03409
274512,Manoj Rais Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-A-25, Mangolpuri, Industrial Area Phase- I",Mangolpuri,Delhi,North West Delhi,Delhi,,,,,8447209695,,,Narainder kumar,28.6861236,77.0823766,Manoj Rai,Sanjeev Kumar,3413830,ISOFF689,Yash Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 14:17,Manoj Rai,,,,62,9YHS
274512,Manoj Rais Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"A-28, Mangol Puri Indl.Area, New Delhi, Delhi",Mangol Puri,Delhi,New Delhi,Delhi,,,,,9971545012,,,Lalan sah,28.6862091,77.0820805,Manoj Rai,Sanjeev Kumar,3413837,ISOFF696,Mangol Puri-I,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 14:47,Manoj Rai,,,,62,SWNCL
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Ng-3,4 Nikita Tower-Ll Commercial Complex Naniwala",Azadpur,Delhi,North Delhi,Delhi,,,,,9876855451,,,pardeep,28.7103933,77.1788901,Vineet Kumar Rana,Sanjeev Kumar,3413843,ISOFF702,Ace Integres Projects Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,07-04-2018 14:27,Vineet Kumar Rana,,,,62,PV02650
,,,,170867,1,GT,,,"28, Transport Centre, Delhi , New Delhi, Delhi",Azadpur,Delhi,North Delhi,Delhi,India,,,,,,,,,,,Sanjeev Kumar,3413847,ISOFF706,Azadpur (Dml),NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,7AZP
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. G-14, Royal Vardhman, Plaza, Lsc, Plot No",Gujrawal Town Part-I,Delhi,North Delhi,Delhi,,,,,9818788369,,,sakti singh,28.6995138,77.1846032,Vineet Kumar Rana,Sanjeev Kumar,3413854,ISOFF713,Gujrawal Town Part-I,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 17:00,Vineet Kumar Rana,,,,62,5GTP
,,,,170867,1,GT,,,"Shop No. 47, Mall Road, Kingsway Camp, Gtb Nagar, New Delhi, Delhi",Kingsway Camp,Delhi,North Delhi,Delhi,India,,,,,,,,,,,Sanjeev Kumar,3413859,ISOFF718,Kingsway Camp Mall Road,NA,15-03-2018 14:21,169480,Maneesh Kumar,09-05-2018 12:19,Maneesh Kumar,,,,18,2KGC
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"A-1/88-89 & 100, Jahangir Puri, Delhi , New Delhi,",Jahangir Puri,Delhi,North Delhi,Delhi,,,,,9810300376,,,Rajesh Kumar ,28.7283436,77.1665807,Vineet Kumar Rana,Sanjeev Kumar,3413862,ISOFF721,"Main Bawana Road, Samaypur",NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 14:10,Vineet Kumar Rana,,,,62,1MBRS
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-37,Kingsway Camp,Maal Road, Delhi-110009, ",Kingsway Camp,Delhi,North Delhi,Delhi,,,,,9810559824,,,subhir,28.6983538,77.2069417,Vineet Kumar Rana,Sanjeev Kumar,3413863,ISOFF722,"Mall Road, Kingsway Camp",NA,15-03-2018 14:21,169480,Maneesh Kumar,19-04-2018 15:41,Vineet Kumar Rana,,,,62,3TBN
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Gf1/A2/A12-13, Ansal Building,Dr Mukherjee Nagar C",Mukherjee Nagar,Delhi,North Delhi,Delhi,,,,,8560748612,,,satender,28.7116929,77.2162459,Vineet Kumar Rana,Sanjeev Kumar,3413864,ISOFF723,Mascot Life Care Products,NA,15-03-2018 14:21,169480,Maneesh Kumar,27-04-2018 13:49,Vineet Kumar Rana,,,,62,PV03085
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.46, Ground Floor, Mall Road, Kingsway Camp",Kingsway Camp,Delhi,North Delhi,Delhi,,,,,7538956321,,,ajeet,28.6976952,77.2075644,Vineet Kumar Rana,Sanjeev Kumar,3413867,ISOFF726,Mohit General Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,24-04-2018 12:10,Vineet Kumar Rana,,,,62,PV03080
,,,,170867,1,GT,,,"Khasra No 307/202, Vill.Po.Mukundpur Outer Ringroad, New Delhi, Delhi",Mukundpur,Delhi,North Delhi,Delhi,India,,,,,,,,0,0,,Sanjeev Kumar,3413872,ISOFF731,Mukundpur (Spl),NA,15-03-2018 14:21,169480,Maneesh Kumar,16-04-2018 13:22,Maneesh Kumar,,,,13,1MUKU
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.12, Fc-4, Dsiidc, Commercial Complex Narel",Narela-Iii,Delhi,North Delhi,Delhi,,,,,9873138039,,,sardh nand,28.8286129,77.1015319,Vineet Kumar Rana,Sanjeev Kumar,3413874,ISOFF733,Narela-Iii Shop No. 12,NA,15-03-2018 14:21,169480,Maneesh Kumar,03-04-2018 15:48,Vineet Kumar Rana,,,,62,AMS
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No- 140 Mall Road Kingsway Camp, Delhi, Delhi",Kingsway Camp,Delhi,North Delhi,Delhi,,,,,7053340956,,,ram jeet,28.6982838,77.2053989,Vineet Kumar Rana,Sanjeev Kumar,3413875,ISOFF734,Narendra Deparrtmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,20-04-2018 10:53,Vineet Kumar Rana,,,,62,PV03331
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-S1/3 &1/4,Ground Floor, Lusa Tower,Naniwal",Azadpur,Delhi,North Delhi,Delhi,,,,,9873003231,,,durgan,28.7093152,77.1776797,Vineet Kumar Rana,Sanjeev Kumar,3413876,ISOFF735,Oberois Trackers Pvt.Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,07-04-2018 15:29,Vineet Kumar Rana,,,,62,PV02722
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.A-27, And A-28, Lsc Market, Main Road Jaha",Jahangir Puri,Delhi,North Delhi,Delhi,,,,,9868580870,,,ranjeet,28.7292229,77.166168,Vineet Kumar Rana,Sanjeev Kumar,3413877,ISOFF736,Paradise Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 14:05,Vineet Kumar Rana,,,,62,9PDS1
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"B-9,Shop On Ground Floor,Model Town-Ii, Delhi, Del",Model Town - Ii,Delhi,North Delhi,Delhi,,,,,9999908301,,,mishra,28.7048144,77.1899713,Vineet Kumar Rana,Sanjeev Kumar,3413882,ISOFF741,Shanker Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,10-04-2018 13:59,Vineet Kumar Rana,,,,62,PV03361
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-Gf-19, Virat Bhawan,Commercial Complex,Dr.",Mukherjee Nagar,Delhi,North Delhi,Delhi,,,,,9845212545,,,Mishra ji,28.7109245,77.215785,Vineet Kumar Rana,Sanjeev Kumar,3413883,ISOFF742,Shiv Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,27-04-2018 14:25,Vineet Kumar Rana,,,,62,PV03299
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-43,Ground Floor Mall Road,Kingsway Camp, G",Kingsway Camp,Delhi,North Delhi,Delhi,,,,,9858254522,,,mishra,28.6983455,77.2068199,Vineet Kumar Rana,Sanjeev Kumar,3413884,ISOFF743,Shivam Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,19-04-2018 15:33,Vineet Kumar Rana,,,,62,PV02992
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-29, Hudson Lines Kingsway Camp, New Delhi,",Kingsway Camp,Delhi,North Delhi,Delhi,,,,,7582351463,,,rajiv,28.697488,77.2043143,Vineet Kumar Rana,Sanjeev Kumar,3413885,ISOFF744,Shyamlee Chandel 1,NA,15-03-2018 14:21,169480,Maneesh Kumar,26-04-2018 12:36,Vineet Kumar Rana,,,,62,9SC1
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. 19,20 &21, Gujrawala Town, Part 1, Delhi, Delhi, Delhi, 110009",Gujrawala Town,Delhi,North Delhi,Delhi,India,,,,,,,,0,0,Vineet Kumar Rana,Sanjeev Kumar,3413886,ISOFF745,The Brew Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 20:07,Maneesh Kumar,,,,13,PV03112
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G 59,60 & 73, Vardhman Mall , L.S.C. Pocket 10, Se",Narela,Delhi,North West Delhi,Delhi,,,,,9958270631,,,sonu,28.8516802,77.1064766,Vineet Kumar Rana,Sanjeev Kumar,3413888,ISOFF747,Ashi Exports Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,08-05-2018 13:57,Vineet Kumar Rana,,,,62,PV03336
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Plot No-6,G/F,Ru Plaza,Sec-10A,Pocket-5,Lsc Market",Narela,Delhi,North West Delhi,Delhi,,,,,9654880426,,,SANJEEV,28.8445331,77.0999069,Vineet Kumar Rana,Sanjeev Kumar,3413889,ISOFF748,Avni Electricals,NA,15-03-2018 14:21,169480,Maneesh Kumar,03-04-2018 17:05,Vineet Kumar Rana,,,,62,PV02853
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No 42, 43, 44 & 49, Gf, Fc-4, Dsidc, Industri",Narela,Delhi,North West Delhi,Delhi,,,,,8860905075,,,himanshu ,28.8288152,77.1014302,Vineet Kumar Rana,Sanjeev Kumar,3413892,ISOFF751,Jgs Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,03-04-2018 16:51,Vineet Kumar Rana,,,,62,PV03157
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. G-17, Vardhaman Select Mall Facility Cent",Narela Industrial Area,Delhi,North West Delhi,Delhi,,,,,9858621536,,,jashvir,28.8255363,77.103894,Vineet Kumar Rana,Sanjeev Kumar,3413899,ISOFF758,Narela Industrial Area,NA,15-03-2018 14:21,169480,Maneesh Kumar,20-04-2018 13:37,Vineet Kumar Rana,,,,62,4VNR
,,,,170867,1,GT,,,"Gf 36,37,38,83,84, Msp Mall Narela, Delhi, Delhi",Narela,Delhi,North West Delhi,Delhi,India,,,,,,,,0,0,,Sanjeev Kumar,3413903,ISOFF762,Raunaq Travels Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,09-05-2018 12:26,Maneesh Kumar,,,,13,PV02200
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Gf-29,30,31,75,76, Msp Mall Narela, Delhi, Delhi",Narela,Delhi,North West Delhi,Delhi,,,,,8955684215,,,sagar,28.8335062,77.0977575,Vineet Kumar Rana,Sanjeev Kumar,3413904,ISOFF763,Readymade Plaza (India) Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,24-04-2018 17:06,Vineet Kumar Rana,,,,62,PV02658
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No G1, G2 ,G3 And G6, Plot No 5 Pocket 2, Sec",Narela,Delhi,North West Delhi,Delhi,,,,,9582918323,,,Ram pal,28.8546945,77.0971246,Vineet Kumar Rana,Sanjeev Kumar,3413906,ISOFF765,Sajjan Mor,NA,15-03-2018 14:21,169480,Maneesh Kumar,03-04-2018 18:03,Vineet Kumar Rana,,,,62,PV02738
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"B-1,Suraj Park, Samaypur Badli, Delhi, Delhi, 1100",Samaypur Badli,Delhi,North West Delhi,Delhi,,,,,9213822400,,,isware rana,28.7446116,77.1341808,Vineet Kumar Rana,Sanjeev Kumar,3413908,ISOFF767,"Samaypur,Badli",NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 15:51,Vineet Kumar Rana,,,,62,4WGN
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G1,G2,G3,G4 Ground Floor Vardhman Select Mall Faci",Narela,Delhi,North West Delhi,Delhi,,,,,9721234207,,,Ajay mishra,28.8251112,77.1038816,Vineet Kumar Rana,Sanjeev Kumar,3413912,ISOFF771,Sequins Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,03-04-2018 14:56,Vineet Kumar Rana,,,,62,PV03293
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.5, Khasra No.573,Libaspur Road,Siraspur, D",Siraspur,Delhi,North West Delhi,Delhi,,,,,8376915682,,,sudharshan,28.7548206,77.1352889,Vineet Kumar Rana,Sanjeev Kumar,3413917,ISOFF776,Siraspur-Ii,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 16:37,Vineet Kumar Rana,,,,62,7NND
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.50, Transport Center, Azadpur, Subzimandi, Delhi, Delhi, 110033",Azadpur,Delhi,North West Delhi,Delhi,India,,,,,,,,0,0,Vineet Kumar Rana,Sanjeev Kumar,3413920,ISOFF779,The Brew Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 20:08,Maneesh Kumar,,,,13,PV03112
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Nathu Pura, Burari,, Delhi, Delhi, 110084",Nathu Pura,Delhi,Central Delhi,Delhi,,,,,9811262014,,,Bhagwan ,28.7706232,77.1790927,Vineet Kumar Rana,Sanjeev Kumar,3413922,ISOFF781,"Shop No.2 Khasara No.5/19/1, Main 100 Ft. Road",NA,15-03-2018 14:21,169480,Maneesh Kumar,12-05-2018 15:54,Vineet Kumar Rana,,,,62,4APK
,,,,170867,1,GT,,,"A-10&11, Bhandari House, Mukerjee Nagar , New Delhi, Delhi",Mukherjee Nagar,Delhi,New Delhi,Delhi,India,,,,,,,,,,,Sanjeev Kumar,3413926,ISOFF785,Mukhrjee Nagar,NA,15-03-2018 14:21,169480,Maneesh Kumar,15-03-2018 14:21,Maneesh Kumar,,,,18,5MKN
,,,,170867,1,GT,,,"Shop No. 1 & 31, Vardhman Mall, Sector A-6, Pocket-10, Narela, Delhi, Delhi",Narela,Delhi,New Delhi,Delhi,India,,,,,,,,0,0,,Sanjeev Kumar,3413928,ISOFF787,Vardhman Complex Narela(Cl),NA,15-03-2018 14:21,169480,Maneesh Kumar,16-04-2018 13:23,Maneesh Kumar,,,,13,SGNCL
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Plot No 395, Sanjay Kumar Gandhi Transport Nagar, Delhi, Delhi, 110033",Sanjay Kumar Gandhi Transport Nagar,Delhi,North East Delhi,Delhi,India,,,,,,,,0,0,Vineet Kumar Rana,Sanjeev Kumar,3413930,ISOFF789,Pushpa Departmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02422
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-7,Plot No -2, Kushal Cinema Building, Bloc",Jahangirpuri,Delhi,North East Delhi,Delhi,,,,,9718565398,,,azar Khan ,28.7263071,77.1749862,Vineet Kumar Rana,Sanjeev Kumar,3413931,ISOFF790,Swashi Enterprises,NA,15-03-2018 14:21,169480,Maneesh Kumar,06-04-2018 12:57,Vineet Kumar Rana,,,,62,PV03356
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No-8, Kushal Cinema, Block-G,Community Center, Jahangirpuri, New Delhi, Delhi, 110033",Jahangirpuri,Delhi,North East Delhi,Delhi,India,,,,,,,,0,0,Vineet Kumar Rana,Sanjeev Kumar,3413932,ISOFF791,Tyagi Deparmental Store,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02426
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.C-1, Lsc, J-Block, Ashok Vihar-I, Delhi-110052 , New Delhi, Delhi",Ashok Vihar,Delhi,North Delhi,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413933,ISOFF792,Abhinav Jindal,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9ABH
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.24,Gf, Deep Cinema Complex, Ashok Vihar Ph",Ashok Vihar,Delhi,North Delhi,Delhi,,,,,9911689444,,,ranjeet singh,28.6931786,77.1730131,Vinod Singh Khetwal,Sanjeev Kumar,3413934,ISOFF793,Ashok Vihar,NA,15-03-2018 14:21,169480,Maneesh Kumar,24-04-2018 16:14,Vinod Singh Khetwal,,,,62,4MRA
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. 4,5 & 6, Klj Tower North Netaji Subhash P",Wazirpur,Delhi,North Delhi,Delhi,,,,,7070766326,,,kirshna,28.6911795,77.1510987,Vinod Singh Khetwal,Sanjeev Kumar,3413936,ISOFF795,Berch Holdings Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-05-2018 16:42,Vinod Singh Khetwal,,,,62,PV03088
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. 5, Gf, Premier Place, Shalimar Bagh District Centre, Delhi, Delhi, 110088",Shalimar Bagh,Delhi,North Delhi,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413937,ISOFF796,Gulab Overseas Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02691
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No 6B,7,8,9,10 Gf North Square Mall, Netaji S",Pitampura,Delhi,North Delhi,Delhi,,,,,8448278830,,,kuwar,28.6918066,77.1490696,Vinod Singh Khetwal,Sanjeev Kumar,3413938,ISOFF797,Gupta Green Fields Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-05-2018 18:34,Vinod Singh Khetwal,,,,62,PV02655
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G-71,72,74, Ground Floor, Vardhman Premium Mall, L",Pitampura,Delhi,North Delhi,Delhi,,,,,8586876293,,,narender,28.6963705,77.1158239,Vinod Singh Khetwal,Sanjeev Kumar,3413939,ISOFF798,J N International,NA,15-03-2018 14:21,169480,Maneesh Kumar,13-04-2018 14:36,Vinod Singh Khetwal,,,,62,PV03090
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No- G-7, G-8, A-2 And A-3, Pacific Mall, K P ",Pitampura,Delhi,North Delhi,Delhi,,,,,8168004414,,,vikas,28.7055937,77.1429403,Vinod Singh Khetwal,Sanjeev Kumar,3413940,ISOFF799,Jagat Realcon Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,12-04-2018 17:39,Vinod Singh Khetwal,,,,62,PV03193
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. 7 Ground Floor, Shalimar Bagh Distt. Centre, Shalimar Bagh, Delhi, Delhi, 110088",Shalimar Bagh,Delhi,North Delhi,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413944,ISOFF803,Le Beauty Care Pvt. Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02746
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G 10,11,12,13.14 Plot No 4, M2K Mall Pitampura, De",Pitampura,Delhi,North Delhi,Delhi,,,,,9560769409,,,gurpreet,28.689273,77.1335004,Vinod Singh Khetwal,Sanjeev Kumar,3413946,ISOFF805,M/S Poshish Furnishers Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,18-04-2018 15:17,Vinod Singh Khetwal,,,,62,PV02618
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.G-16, G-17, G.F, Bptp, Mall, Shop-In-Park, B-Block Comm Ctr Shalimar Bagh New Delhi, New Delhi, Delhi",Shalimar Bagh,Delhi,NORTH DELHI,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413947,ISOFF806,M.I. Castings Pvt. Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,9MIC
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No 26 & 27, Ground Floor Parsvnath Metro Mall Inderlok, Delhi, Delhi, 110035",Inderlok,Delhi,NORTH DELHI,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413948,ISOFF807,Mahek Garments Pvt Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02885
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G -7,8,9,10 At Gojitender Pal Singh Heights, Netaj",Pitampura,Delhi,NORTH DELHI,Delhi,,,,,9958054525,,,sandeep,28.6912733,77.1506807,Vinod Singh Khetwal,Sanjeev Kumar,3413949,ISOFF808,Manish Jain,NA,15-03-2018 14:21,169480,Maneesh Kumar,27-04-2018 19:05,Vinod Singh Khetwal,,,,62,PV03374
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Sop No . 2 &2A Situated On Ground Floor, D-Mall Pl",Netaji Subhash Place,Delhi,NORTH DELHI,Delhi,,,,,8750277250,,,sayam,28.6925591,77.1526721,Vinod Singh Khetwal,Sanjeev Kumar,3413950,ISOFF809,Manoj Kumar,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-05-2018 16:28,Vinod Singh Khetwal,,,,62,PV03217
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No.G-14,15,16,17 Klj Mall, Plot No.B-5, D.Cnt",Netaji Subhash Place,Delhi,NORTH DELHI,Delhi,,,,,9555856585,,,rohit,28.6912378,77.1507465,Vinod Singh Khetwal,Sanjeev Kumar,3413951,ISOFF810,Maxwell Tours Travels P Ltd,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-05-2018 17:29,Vinod Singh Khetwal,,,,62,9MAX
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G-4,5,7,8 Gupta Plaza, Lsc, Samrat Enclave, Pitamp",Pitampura,Delhi,NORTH DELHI,Delhi,,,,,8512090446,,,dugesh jha,28.6871863,77.1417447,Vinod Singh Khetwal,Sanjeev Kumar,3413955,ISOFF814,Pack Right Agencies,NA,15-03-2018 14:21,169480,Maneesh Kumar,23-04-2018 18:00,Vinod Singh Khetwal,,,,62,PV02423
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No. 25 & 26, Gf, City Centre, Shalimar Bagh, Delhi, Delhi, 110088",Shalimar Bagh,Delhi,NORTH DELHI,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413956,ISOFF815,Pasupati Syntex Pvt. Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV03071
274511,Vineet Kumar Ranas Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"D-7, Rana Pratap Bagh, Main G.T. Karnal Road, Delh","Rana Pratap Bagh, Main G.T. Karnal Road",Delhi,NORTH DELHI,Delhi,,,,,9811729469,,,gagan kapoor,28.6868858,77.1943922,Vineet Kumar Rana,Sanjeev Kumar,3413959,ISOFF818,S.K. Kapoor,NA,15-03-2018 14:21,169480,Maneesh Kumar,16-04-2018 13:13,Maneesh Kumar,,,,62,9SKK
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop No G8,9,10,11,12, Klj Tower North Plot No B 5",Netaji Subhash Place,Delhi,NORTH DELHI,Delhi,,,,,9871292238,,,sunny,28.6911196,77.1507051,Vinod Singh Khetwal,Sanjeev Kumar,3413961,ISOFF820,Sarthak Flex,NA,15-03-2018 14:21,169480,Maneesh Kumar,11-05-2018 16:52,Vinod Singh Khetwal,,,,62,PV02584
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"G-15, Shop-In-Park, Community Centre, Shalimar Bagh, Delhi, Delhi, 110088",Shalimar Bagh,Delhi,NORTH DELHI,Delhi,India,,,,,,,,0,0,Vinod Singh Khetwal,Sanjeev Kumar,3413963,ISOFF822,Shri Krishna Shutterings Pvt. Ltd.,NA,15-03-2018 14:21,169480,Maneesh Kumar,02-04-2018 13:14,Maneesh Kumar,,,,13,PV02597
274513,Vinod Singh Khetwals Route,555969,Indospirit Distribution Limited,170867,1,GT,,,"Shop/Unit No. Ugf - 01 & 02, Wedding Souk, Gold So",Pitampura,Delhi,NORTH DELHI,Delhi,,,,,7838444358,,,manoj kumar,28.693599,77.1224016,Vinod Singh Khetwal,Sanjeev Kumar,3413964,ISOFF823,Tandon Exports Private Limited,NA,15-03-2018 14:21,169480,Maneesh Kumar,12-04-2018 14:22,Vinod Singh Khetwal,,,,62,PV03426
